1.0,2.0
2.0,1.0
3.0,1.0
4.0,1.0
5.0,2.0
6.0,4.0
7.0,3.0
8.0,4.0
9.0,5.0
10.0,6.0
11.0,4.0
12.0,4.0
13.0,4.0
14.0,10.0
15.0,8.0
16.0,11.0
17.0,8.0
18.0,11.0
19.0,8.0
20.0,21.0
21.0,7.0
22.0,45.0
23.0,18.0
24.0,9.0
25.0,9.0
26.0,18.0
27.0,12.0
28.0,7.0
29.0,7.0
30.0,9.0
31.0,11.0
32.0,6.0
33.0,5.0
34.0,7.0
35.0,9.0
36.0,7.0
37.0,7.0
38.0,4.0
39.0,7.0
40.0,6.0
41.0,5.0
42.0,5.0
43.0,4.0
44.0,5.0
45.0,5.0
46.0,4.0
47.0,5.0
48.0,5.0
49.0,5.0
50.0,5.0
51.0,5.0
52.0,6.0
53.0,6.0
54.0,5.0
55.0,6.0
56.0,6.0
57.0,5.0
58.0,6.0
59.0,6.0
60.0,7.0
61.0,10.0
62.0,7.0
63.0,9.0
64.0,5.0
65.0,6.0
66.0,4.0
67.0,5.0
68.0,7.0
69.0,4.0
70.0,6.0
71.0,7.0
72.0,8.0
73.0,7.0
74.0,5.0
75.0,5.0
76.0,6.0
77.0,5.0
78.0,6.0
79.0,6.0
80.0,6.0
81.0,5.0
82.0,8.0
83.0,9.0
84.0,7.0
85.0,8.0
86.0,7.0
87.0,8.0
88.0,7.0
89.0,11.0
90.0,7.0
91.0,7.0
92.0,6.0
93.0,7.0
94.0,6.0
95.0,7.0
96.0,7.0
97.0,7.0
98.0,6.0
99.0,7.0
100.0,7.0
101.0,7.0
102.0,7.0
103.0,6.0
104.0,7.0
105.0,8.0
106.0,7.0
107.0,8.0
108.0,8.0
109.0,8.0
110.0,9.0
111.0,8.0
112.0,7.0
113.0,8.0
114.0,8.0
115.0,8.0
116.0,8.0
117.0,9.0
118.0,8.0
119.0,9.0
120.0,9.0
121.0,9.0
122.0,9.0
123.0,9.0
124.0,9.0
125.0,8.0
126.0,8.0
127.0,12.0
128.0,10.0
129.0,9.0
130.0,9.0
131.0,9.0
132.0,10.0
133.0,9.0
134.0,11.0
135.0,10.0
136.0,9.0
137.0,12.0
138.0,10.0
139.0,10.0
140.0,10.0
141.0,10.0
142.0,11.0
143.0,13.0
144.0,10.0
145.0,10.0
146.0,10.0
147.0,10.0
148.0,11.0
149.0,10.0
150.0,10.0
151.0,11.0
152.0,10.0
153.0,12.0
154.0,20.0
155.0,21.0
156.0,13.0
157.0,14.0
158.0,12.0
159.0,10.0
160.0,12.0
161.0,10.0
162.0,12.0
163.0,11.0
164.0,12.0
165.0,11.0
166.0,11.0
167.0,11.0
168.0,12.0
169.0,11.0
170.0,15.0
171.0,12.0
172.0,12.0
173.0,11.0
174.0,12.0
175.0,12.0
176.0,11.0
177.0,12.0
178.0,12.0
179.0,12.0
180.0,13.0
181.0,12.0
182.0,15.0
183.0,12.0
184.0,13.0
185.0,12.0
186.0,13.0
187.0,12.0
188.0,13.0
189.0,13.0
190.0,11.0
191.0,13.0
192.0,13.0
193.0,16.0
194.0,14.0
195.0,13.0
196.0,13.0
197.0,13.0
198.0,13.0
199.0,14.0
200.0,13.0
201.0,14.0
202.0,13.0
203.0,17.0
204.0,14.0
205.0,14.0
206.0,13.0
207.0,14.0
208.0,13.0
209.0,14.0
210.0,14.0
211.0,14.0
212.0,14.0
213.0,14.0
214.0,17.0
215.0,15.0
216.0,14.0
217.0,14.0
218.0,14.0
219.0,15.0
220.0,14.0
221.0,15.0
222.0,15.0
223.0,18.0
224.0,15.0
225.0,15.0
226.0,15.0
227.0,15.0
228.0,16.0
229.0,15.0
230.0,15.0
231.0,16.0
232.0,18.0
233.0,16.0
234.0,16.0
235.0,16.0
236.0,16.0
237.0,16.0
238.0,16.0
239.0,16.0
240.0,16.0
241.0,21.0
242.0,23.0
243.0,27.0
244.0,24.0
245.0,16.0
246.0,16.0
247.0,16.0
248.0,17.0
249.0,17.0
250.0,18.0
251.0,21.0
252.0,20.0
253.0,18.0
254.0,19.0
255.0,18.0
256.0,19.0
257.0,18.0
258.0,19.0
259.0,18.0
260.0,19.0
261.0,19.0
262.0,21.0
263.0,19.0
264.0,20.0
265.0,19.0
266.0,18.0
267.0,19.0
268.0,19.0
269.0,18.0
270.0,20.0
271.0,20.0
272.0,20.0
273.0,19.0
274.0,19.0
275.0,19.0
276.0,20.0
277.0,20.0
278.0,20.0
279.0,20.0
280.0,19.0
281.0,21.0
282.0,21.0
283.0,20.0
284.0,21.0
285.0,21.0
286.0,20.0
287.0,22.0
288.0,19.0
289.0,20.0
290.0,20.0
291.0,20.0
292.0,20.0
293.0,21.0
294.0,20.0
295.0,20.0
296.0,21.0
297.0,20.0
298.0,21.0
299.0,21.0
300.0,21.0
301.0,20.0
302.0,20.0
303.0,21.0
304.0,20.0
305.0,20.0
306.0,20.0
307.0,22.0
308.0,20.0
309.0,21.0
310.0,20.0
311.0,21.0
312.0,21.0
313.0,21.0
314.0,21.0
315.0,22.0
316.0,21.0
317.0,21.0
318.0,22.0
319.0,21.0
320.0,21.0
321.0,21.0
322.0,22.0
323.0,23.0
324.0,21.0
325.0,24.0
326.0,22.0
327.0,22.0
328.0,22.0
329.0,22.0
330.0,21.0
331.0,24.0
332.0,22.0
333.0,22.0
334.0,23.0
335.0,22.0
336.0,23.0
337.0,22.0
338.0,22.0
339.0,24.0
340.0,23.0
341.0,22.0
342.0,23.0
343.0,25.0
344.0,24.0
345.0,24.0
346.0,24.0
347.0,25.0
348.0,22.0
349.0,24.0
350.0,23.0
351.0,23.0
352.0,23.0
353.0,24.0
354.0,24.0
355.0,23.0
356.0,24.0
357.0,24.0
358.0,26.0
359.0,26.0
360.0,24.0
361.0,25.0
362.0,24.0
363.0,25.0
364.0,25.0
365.0,25.0
366.0,25.0
367.0,25.0
368.0,25.0
369.0,25.0
370.0,24.0
371.0,25.0
372.0,25.0
373.0,24.0
374.0,25.0
375.0,25.0
376.0,25.0
377.0,27.0
378.0,25.0
379.0,26.0
380.0,25.0
381.0,26.0
382.0,26.0
383.0,25.0
384.0,26.0
385.0,25.0
386.0,26.0
387.0,25.0
388.0,25.0
389.0,27.0
390.0,25.0
391.0,26.0
392.0,26.0
393.0,27.0
394.0,26.0
395.0,27.0
396.0,26.0
397.0,26.0
398.0,28.0
399.0,26.0
400.0,27.0
401.0,26.0
402.0,29.0
403.0,27.0
404.0,30.0
405.0,27.0
406.0,27.0
407.0,26.0
408.0,28.0
409.0,27.0
410.0,28.0
411.0,26.0
412.0,28.0
413.0,27.0
414.0,28.0
415.0,29.0
416.0,27.0
417.0,27.0
418.0,28.0
419.0,28.0
420.0,27.0
421.0,30.0
422.0,27.0
423.0,28.0
424.0,28.0
425.0,27.0
426.0,29.0
427.0,29.0
428.0,28.0
429.0,28.0
430.0,29.0
431.0,28.0
432.0,29.0
433.0,30.0
434.0,30.0
435.0,29.0
436.0,29.0
437.0,31.0
438.0,28.0
439.0,31.0
440.0,30.0
441.0,29.0
442.0,30.0
443.0,29.0
444.0,30.0
445.0,30.0
446.0,30.0
447.0,30.0
448.0,30.0
449.0,29.0
450.0,30.0
451.0,31.0
452.0,30.0
453.0,30.0
454.0,30.0
455.0,30.0
456.0,32.0
457.0,31.0
458.0,31.0
459.0,30.0
460.0,31.0
461.0,31.0
462.0,31.0
463.0,31.0
464.0,31.0
465.0,31.0
466.0,31.0
467.0,33.0
468.0,31.0
469.0,32.0
470.0,31.0
471.0,31.0
472.0,31.0
473.0,33.0
474.0,31.0
475.0,32.0
476.0,32.0
477.0,32.0
478.0,32.0
479.0,32.0
480.0,32.0
481.0,32.0
482.0,33.0
483.0,32.0
484.0,33.0
485.0,32.0
486.0,36.0
487.0,32.0
488.0,33.0
489.0,33.0
490.0,33.0
491.0,32.0
492.0,33.0
493.0,33.0
494.0,34.0
495.0,33.0
496.0,35.0
497.0,34.0
498.0,33.0
499.0,33.0
500.0,35.0
501.0,34.0
502.0,33.0
503.0,34.0
504.0,38.0
505.0,35.0
506.0,34.0
507.0,34.0
508.0,34.0
509.0,34.0
510.0,34.0
511.0,35.0
512.0,34.0
513.0,34.0
514.0,35.0
515.0,35.0
516.0,34.0
517.0,34.0
518.0,35.0
519.0,34.0
520.0,36.0
521.0,35.0
522.0,35.0
523.0,35.0
524.0,35.0
525.0,36.0
526.0,37.0
527.0,35.0
528.0,35.0
529.0,36.0
530.0,36.0
531.0,35.0
532.0,37.0
533.0,36.0
534.0,36.0
535.0,36.0
536.0,35.0
537.0,37.0
538.0,37.0
539.0,37.0
540.0,38.0
541.0,37.0
542.0,36.0
543.0,36.0
544.0,38.0
545.0,36.0
546.0,37.0
547.0,37.0
548.0,37.0
549.0,37.0
550.0,37.0
551.0,37.0
552.0,37.0
553.0,37.0
554.0,38.0
555.0,38.0
556.0,36.0
557.0,38.0
558.0,38.0
559.0,37.0
560.0,38.0
561.0,38.0
562.0,37.0
563.0,38.0
564.0,38.0
565.0,38.0
566.0,38.0
567.0,38.0
568.0,40.0
569.0,38.0
570.0,37.0
571.0,38.0
572.0,39.0
573.0,38.0
574.0,39.0
575.0,38.0
576.0,38.0
577.0,40.0
578.0,38.0
579.0,38.0
580.0,39.0
581.0,40.0
582.0,40.0
583.0,38.0
584.0,38.0
585.0,39.0
586.0,40.0
587.0,39.0
588.0,39.0
589.0,39.0
590.0,40.0
591.0,40.0
592.0,39.0
593.0,40.0
594.0,40.0
595.0,40.0
596.0,40.0
597.0,40.0
598.0,40.0
599.0,41.0
600.0,40.0
601.0,40.0
602.0,40.0
603.0,42.0
604.0,43.0
605.0,43.0
606.0,42.0
607.0,44.0
608.0,40.0
609.0,41.0
610.0,42.0
611.0,41.0
612.0,41.0
613.0,42.0
614.0,41.0
615.0,41.0
616.0,67.0
617.0,43.0
618.0,41.0
619.0,41.0
620.0,43.0
621.0,41.0
622.0,43.0
623.0,42.0
624.0,42.0
625.0,42.0
626.0,41.0
627.0,42.0
628.0,44.0
629.0,42.0
630.0,43.0
631.0,42.0
632.0,43.0
633.0,42.0
634.0,42.0
635.0,43.0
636.0,43.0
637.0,44.0
638.0,42.0
639.0,42.0
640.0,44.0
641.0,44.0
642.0,42.0
643.0,43.0
644.0,43.0
645.0,44.0
646.0,42.0
647.0,43.0
648.0,43.0
649.0,44.0
650.0,44.0
651.0,43.0
652.0,43.0
653.0,45.0
654.0,43.0
655.0,44.0
656.0,44.0
657.0,45.0
658.0,44.0
659.0,44.0
